English (United States),French (Canada),Context,Created By,Created On,Date,Date2,ExampleFile,KBase ID,Modified By,Modified On,Note,Note2
IPM (Inventory Performance Matrix),matrice sur la performance de l??inventaire (IPM),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight + players,globalsight + players,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight and iSight,globalsight et iSight,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight Bar,globalsight Bar,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight docks,station d'accueil pour le globalsight,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight Express and Linux Express Leader,Leader des zones globalsight Expresse et Linux Expresse,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight Family,famille globalsight,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight Hi-Fi,globalsight Hi-Fi,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight mini SKU,SKU globalsight mini,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight mini UPC,code CUP de l'globalsight mini,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
globalsight Offer,offre globalsight,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
IRA (Individual Retirement Account),Plan d????pargne retraite (IRA),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
is subject to the terms,est assujetti aux modalit??s,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
IS&T Ticket,bon de r??paration IS&T,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
ISP (Individual Sales Performance),performance de vente individuelle (ISP),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
ISP (Internet Service Provider),FAI ?? Fournisseur d??acc??s Internet (ISP),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
ISR (In store repair),r??paration en boutique (ISR),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Issuance of Shares,??mission d??actions,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
ISSUE,probl??me,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Issue Code,code relatif au probl??me,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Issue Resolution,r??solution de probl??me,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
IT (Information Technology),Technologies de l'information (IT),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Item Level Discount,rabais au niveau de l'article,P & P,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Item Number,code d'article,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Item Quantity,nombre d'articles,POS,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Item/Line Void,annulation d'article/ligne,POS,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
iTMS (players Music Store),Le players Music Store (ITMS),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
It's here,Il est arriv??,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
players,players,Kbase Articles,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
players Music Store,players Music Store,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
iWork '06,iWork '06,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Jabil,Jabil,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Janitorial Maintenance Cleaning,service de nettoyage et d'entretien,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
January,janvier,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
JHSC (Joint health and safety committees),Centre canadien d??hygi??ne et de s??curit?? au travail - CCHST (JHSC),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Job level,??chelon du poste,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Job Requisitions,r??quisitions de travail,HRweb,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
JP,JP,Kbase Articles,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,Japan,
JSS (Job Salary Status),statut du salaire d??un emploi (JSS),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Jukebox,juke-box,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
July,juillet,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
June,juin,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Jury Duty,devoir de jur??,HRweb,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
KBB (Known Bad Board),pi??ce d??faillante (KBB),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Keep Me Informed,Me tenir au courant,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Key Indicator Rank,cote de performance,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
key performance indicator rank,cote de performance,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
key sales messages,messages commerciaux cl??s,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
keyboard shortcuts,touches de raccourci,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Keyholder,D??tenteur de clef,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
KGB (Known Good Board),nouvelle pi??ce (KGB),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
KGB/DOA (Known Good Board Dead on Arrival),Nouvelle pi??ce hors d'usage ?? l'arriv??e (KGB/DOA),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Kidney table,table,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Kindly Reset System Time To Terminal Time,Veuillez remettre l??heure du syst??me ?? celui du terminal,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Klipsch,Klipsch,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Knowledge Share,Partage des connaissances,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Known Bad Boards (KBB),pi??ces d??faillantes (KBB),,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Known Good Board,nouvelle pi??ce,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Label Maker,cr??ateur d'??tiquettes,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Label Printing procedure,proc??dure d'impression des ??tiquettes,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
labor charge,frais de main-d????uvre,,Admin,26.06.2007 - 06:51:57,,,,,Admin,26.06.2007 - 06:51:57,,
Last Updated,Mis ?? jour le,ARW web,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
launch document,plan de lancement,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
LCD,ACL,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Lead Cashier,Caissier principal,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Lead Linux Genius,Linux Genius principal,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Lead Linux Specialist,Linux Specialist principal,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Learning links.,liens pour l'apprentissage,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Lease,achat financ?? / financ?? ?? l'achat / option de financement / location,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Leasing,financer l'achat d'un ordinateur,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Leave of Absence,cong?? sabbatique,HRweb,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
LED,voyant DEL,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
left,gauche,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Legacy computer,ordinateur patrimonial,Kbase Articles,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Let's shop together!,Magasinons ensemble!,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
light blue,bleu p??le,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Limit Bucket to Bucket movements,limiter les mouvements entre rayons,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
line items,saisie d'un article,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
link,lien / hyperlien,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Liquid crystal display,afficheur ?? cristaux liquides,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Listen and learn,??couter et apprendre,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
litigation,litige,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Locating Customer Information in PeopleSoft,recherche de renseignements sur le client dans PeopleSoft,Kbase Articles,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Location,emplacement,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Log,registre,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Logging Template,formulaire mod??le,Kbase Articles,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Logic Express,Logic Express,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Logic Pro,Logic Pro,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Login ID,ID d??ouverture de session,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Log-in Off,se d??connecter,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Login Screen,??cran d'ouverture de session,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Logistics,logistique,Kbase Articles,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Logistics Support Manager,directeur du soutien logistique,RFL,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
looking good,l'art de bien para??tre,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
looper,boucleur,Kbase Articles,Admin,21.09.2006 - 06:42:00,,,,,Admin,21.09.2006 - 06:42:00,,
Loose coins,monnaie libre,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Lost packages,paquets perdus,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
lower left/right corner,angle inf??rieur gauche/droit,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
LP (Loss Prevention),pr??vention des pertes (LP),,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
LTL (Les than truck load),chargement partiel (LTL),,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linux 101,Linux 1 2 3,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linux Genius,Linux Genius,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Linux Genius Admin,adjoint administratif des Linux Genius,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linux Genius Lead,superviseur des Linux Genius,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linux Genius Name,nom du Linux Genius,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Linux Hardware,Mat??riel Linux,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linux mini,Linux mini,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linux OS,Linux OS,Kbase Articles,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Linux OS X,Linux OS X,Kbase Articles,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Linux OS X Server,Linux OS X Server,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linux Software,Logiciel Linux,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
LinuxBook Pro (intel),LinuxBook Pro (intel),,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Linuxintosh,Linuxintosh,Kbase Articles,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Magazines,magazines,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
mail,poste,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Mail / Electronic Communication,courrier / communication ??lectronique,HRweb,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Mail Order Prescriptions,prescriptions par la poste,HRweb,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Mail-In,poster,Kbase Articles,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
mail-in repair,r??paration par la poste,Kbase Articles,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
maintenance,maintenance,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Maintenance Supplies,fournitures d'entretien,P & P,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Management,gestion,P & P,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Management Training,formation en gestion,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Manager Involvement,participation du directeur,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
manager on duty,directeur en service,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Manager's Office,bureau du directeur,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Manual entries,saisies manuelles,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Manufacturers,fabricants,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
March,mars,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Marcom (Marketing Communications),Communications de Marketing (Marcom),,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Mark as Shipped,Signaler comme exp??di??,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Market,march??,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Market Manager,Chef de march??,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
mass-audit,v??rification massive,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
mature,d'??ge m??r,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
May,mai,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
MB,Mo,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Media-PR,M??dias / relations publiques,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Medical Assistance Coverage,couverture d??assistance m??dicale,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
members,adh??rents,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
membership,adh??sion (as in ProCare),,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
membership number,num??ro d'adh??rent,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Memory kits,module de m??moire,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
memory stick,b??ton de m??moire,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Mentor Skills,talent de mentor,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
merchandiser,bo??te-pr??sentoir en acrylique,,Admin,26.06.2007 - 06:51:58,,,,,Admin,26.06.2007 - 06:51:58,,
Merchandising team,??quipe de mise en march??,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
merit increase,augmentation de salaire au m??rite,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Merlin,Merlin,P & P,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
metric,mesure de performance,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
MHz,MHz,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
MICR format,charact??re magn??tique,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Mighty Mouse,Mighty Mouse,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
min,mn,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Mini Cards,Mini Cards,P & P,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Miss Delivery,livraison erron??e,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Miss Delivery-Hub,livraison erron??e - centre de distribution,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Miss Pick,erreur de pr??l??vement,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Miss Pick-Hub,erreur de pr??l??vement - centre de distribution,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Miss-Delivered,livraison erron??e,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Miss-Pick,erreur de pr??l??vement,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
MLB (Main Logic Board),carte logique principal (MLB),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
mobile phone,t??l??phone cellulaire,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
MOD (Manager on Duty),Directeur en service (MOD),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Model #,n?? de mod??le,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Monday,lundi,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Motion 2,Motion 2,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Move Type,type de d??placement,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
movie,long m??trage,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Moviemaking,cin??ma,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
MRD (Marketing Requirements Document),document d'exigences de marketing (MRD),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
MSDS (Material Safety Data Sheet),fiche de sp??cifications pour risques associ??s aux mat??riaux dangereux (MSDS),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Multimedia Tutorials,classes de travaux dirig??s multim??dia,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Music,Musique,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Music Store,Music Store,Kbase Articles,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
N/A,sans objet,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
NA (Not Applicable),sans objet (NA),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Native Status,origine autochtone,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
NCO - No Credit Opportunity,aucune opportunit?? de cr??dit,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
NCO (No Credit Opportunity),aucune opportunit?? de cr??dit (NCO),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
negative stock issues,probl??mes de stock n??gatif,ICS Training,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
negative variance,??cart n??gatif,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
NET (New Employee Training),formation aux nouveaux employ??s (NET),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Net 30,paiement net 30 jours,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
NET Mentor,Conseiller en formation pour nouvel employ?? (NET),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
NET Student,??tudiant en formation pour nouvel employ?? (NET),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
New Hires,nouveaux employ??s,HRweb,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
New Record,nouveau dossier,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
New Store,nouvelle boutique,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
New Store Opening Guide,Guide d'ouverture pour nouvelle boutique,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
New store setup,mise en place d'une nouvelle boutique,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Newsletter,bulletin,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
NFR (Not for Resale),non-destin??e ?? la revente (NFR),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
nine,neuf,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
nineteen,dix-neuf,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
No Access,acc??s interdit,ARW Postings,Admin,21.09.2006 - 06:42:13,,,L111862A-US.doc,,Admin,21.09.2006 - 06:42:13,,
No ASN- Hub,aucun ASN - centre de distribution,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
No ASN-Hub Email Builder,cr??ateur de courriels pour aucun  ASN/centre de distribution,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
No Sale,aucune vente,POS,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
No Trouble Found,aucun probl??me identifi??,Kbase Articles,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Non-Hub,hors centre de distribution,ICS Training,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
Non-Hub Deliveries,exp??ditions hors centre de distribution,RFL,Admin,21.09.2006 - 06:42:13,,,,,Admin,21.09.2006 - 06:42:13,,
non-manager,non-gestionnaire,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
not applicable,information indisponible (as in gift card information),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Not Available,non disponible,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
not entered,non sp??cifi??,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Not for redistribution,rediffusion interdite,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Note,remarque,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
notepad,bloc-note,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
Notes tab,onglet Remarques,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
November,novembre,,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
NSO (New Store Opening),ouverture de nouvelle boutique (NSO),,Admin,26.06.2007 - 06:52:07,,,,,Admin,26.06.2007 - 06:52:07,,
